DISTRICT_CODE,DISTRICT_NAME,member_2015,instruction_2015,pupilstaffsupport_2015,admin_2015,operations_2015,transportation_2015,facility_2015,foodcommservice_2015,member_2016,instruction_2016,pupilstaffsupport_2016,admin_2016,operations_2016,transportation_2016,facility_2016,foodcommservice_2016,member_2017,instruction_2017,pupilstaffsupport_2017,admin_2017,operations_2017,transportation_2017,facility_2017,foodcommservice_2017,member_2018,instruction_2018,pupilstaffsupport_2018,admin_2018,operations_2018,transportation_2018,facility_2018,foodcommservice_2018,member_2019,instruction_2019,pupilstaffsupport_2019,admin_2019,operations_2019,transportation_2019,facility_2019,foodcommservice_2019,member_2020,instruction_2020,pupilstaffsupport_2020,admin_2020,operations_2020,transportation_2020,facility_2020,foodcommservice_2020,member_2021,instruction_2021,pupilstaffsupport_2021,admin_2021,operations_2021,transportation_2021,facility_2021,foodcommservice_2021,member_2022,instruction_2022,pupilstaffsupport_2022,admin_2022,operations_2022,transportation_2022,facility_2022,foodcommservice_2022,member_2023,instruction_2023,pupilstaffsupport_2023,admin_2023,operations_2023,transportation_2023,facility_2023,foodcommservice_2023
4851,Richland,1423,9677030,1186535,1336693,2499904,875670,53291,823122,1439,9961583,1264461,1353880,2528067,803169,531500,780854,1459,10345051,1469730,1718600,2601263,846007,506362,1030513,1415,10572685,1419438,1571168,2750897,913710,763302,929914,1439,10772197.18,1378482.41,1480451.52,3024880.28,909415.42,760719.96,868359.44,1444,11081221.63,1319508.8,1550454.43,2984949.75,927728.86,767950.98,981672.31,1333,11416504.79,1677306.11,2041184.98,2549256.67,848694.91,997065.67,1058985.6,1366,11845620.87,2073735.11,1739149.75,3423590.73,1074851.98,1213769.51,1161473.02,1344,12683510.75,2120032.34,1919627.71,3319470.03,1184801.25,3609545.23,928745.89
3122,Richmond,478,2817569,877483,464623,1058792,195030,470246,165703,457,2827450,814616,480839,761344,168159,543514,151895,432,2957159,882271,482835,709601,178749,600183,166437,420,3056066,736302,522523,733515,172789,144227,175690,401,3030156.3,754653.97,487295.48,708860.05,170007.79,670118.92,157413.25,426,3004213.41,722661.21,498432.72,621286.35,152440.95,124.95,127055.19,388,2691090.78,641948.38,550198.05,772839.48,167468.49,52634.23,131510.67,397,2740288.81,640129.5,609777.24,659453.45,189608.8,101071.42,144085.95,392,2665791.51,664263.36,508893.55,1116892.11,223855.82,311583.72,157922.45
4865,Rio Community,463,3929903,407652,674270,729447,222972,17503,300248,446,3890552,432070,706601,745731,214508,4654,295746,455,3820978,408935,730537,1036715,269172,5665,287056,435,4084286,423049,733055,740438,314821,121108,292386,424,3958441.64,574578.53,600795.1,857226.44,214253.93,199488.63,263002.04,422,4051410.86,607154.27,596743.99,943774.44,189714.59,201744.06,255446.86,404,3997325.21,637547.04,541226.35,756051.82,191595.85,249040.88,248682.58,392,4018655.25,650864.97,525403.62,950074.86,250003.45,230632.19,329429.2,393,4218235.75,741461.88,577764.08,921876.13,281014.97,222595.5,388694.62
4872,Ripon Area,1716,11115781,1619652,1728258,3556105,743231,1785723,908931,1658,11122937,1645035,1834458,3115693,761929,2658862,850273,1660,11392477,1686112,2177810,3578375,740143,2423237,956260,1648,11262871,1783339,2417800,3338795,743382,2102051,1007198,1601,11041060.04,1724469.93,1960601.1,3343678.06,750727.18,2287149.5,961204.63,1620,10784500.83,2021965.29,2092471.39,2995985.63,585632.5,2772694.91,977509.89,1576,9931830.68,2208120.62,2169770.14,3496486.73,673448.1,2275280.12,1124649.52,1599,11396898.28,2283885.22,2384569.81,3431516.65,784789.9,2271447.91,1230058.52,1532,11620108,2422321.49,2315230.97,3655897.96,940967.76,2094680.62,1065552.64
4893,River Falls,3108,19593573,2020819,3368140,3754075,1667058,5483099,2449567,3201,19667671,2197767,3545745,4156797,1426329,4677865,2298618,3211,19124963,2251755,3594789,4233859,1449657,6597677,2514651,3299,21018772,2626930,3752545,4438093,1561919,4626902,2423406,3378,20800887.38,2677315.82,3714014.79,4170855.22,1773595.2,5347063.87,2610470.68,3456,23505859.96,2798911.16,4095793.92,4180796.36,2030180.68,7871029.3,2497728.47,3360,23796975.56,3586172.7,4036406.73,4783598.7,1378636.84,7493945.89,2113870.72,3417,24804002.34,3867365.48,4261644.8,5494591.98,1774381.44,7387517.22,3008202.93,3444,25675982.17,3578372.1,4300554.19,5220046.16,1898523.82,8638061.58,3112600.28
4904,River Ridge,530,4205780,501531,751865,943853,563177,99052,304143,529,4278962,390466,807713,913921,545392,186475,335451,525,4379129,443159,808497,774993,584367,80958,331167,556,4512777,519983,708744,773813,582742,457657,303744,559,4872438.86,565112.17,822540.99,1044574.5,634053.27,1026948.85,350128.77,563,4766146.95,547127.24,790007.08,1165396.81,522762.87,741464.73,341378.06,541,4863229.68,607821.68,852935.99,616502.53,593747.32,688160.2,292780.71,566,5284297.15,874865.95,898793.41,1162336.05,687179.53,680539.75,364699.97,554,5140165,692254.44,922690,1143955.91,769870.55,1092173.87,407299.82
5523,River Valley,1348,10225991,1252250,1560604,1786363,968700,1732973,711292,1298,10147129,1259231,1506480,2043089,962861,1288075,725752,1293,10050173,1267498,1565465,2379955,1076378,830861,682853,1277,9863310,1393989,1388068,2207209,1150851,805897,651900,1253,9842244.89,1847150.59,1403188.65,1811263.55,1235110.88,1049204.79,639025.53,1249,10205155.45,2350035.07,1395391.98,1735707.09,887974.21,1174670.57,609402.88,1192,10619021.57,2367186.18,1511107.55,1765768.31,1053212.68,430444.61,537684.96,1182,10729457.61,2353093.13,1531003.8,1904046.32,1043869.52,1554502.21,752938.53,1175,11504873.04,2290767.45,1525604.9,1902361.96,1485959.44,1938669.78,770321.23
3850,Riverdale,725,5190927,751980,814456,1245947,330557,1250837,394971,710,5458388,786368,832295,1326435,342915,1089682,404360,699,5181303,785436,871843,1598904,336962,991530,395205,716,5284765,878457,865636,1357691,342844,565355,411539,730,5372513.52,945545.86,936392.2,1364047.59,383680.51,747012.08,404532.51,746,5524294.48,935841.28,938683.21,1377293.1,343955.58,795980.26,424539.83,683,5580296.05,987340.7,1015611.33,1783124.93,383238.01,462446.07,383868.4,697,6259788.24,990333.32,948490.23,1326280.21,365431.21,1365819.72,533370.93,694,6428989.68,1416026.8,997358.83,1363577.83,371609.22,1115953.21,638060.88
4956,Rosendale-Brandon,984,5463557,1217705,1068189,1838468,602242,906046,438512,977,5291669,1199281,1146828,1844962,607910,784065,418808,975,5054909,1257219,1120893,1744480,589512,756931,465429,945,5260851,1361471,1093282,1649017,628490,706065,468548,934,5384392.72,1356782.69,1126031.54,1694144.79,631616.49,979105.34,456994.84,911,5555191.95,1364349.14,1154596.4,1684491.65,492181.09,1046435.7,434543.91,846,5525770.48,1545237.58,1246456.3,1621575.24,563646.94,879430.24,467744.07,851,5559727.82,1679819.6,1259392.61,1478841.96,636880.57,881638.99,465138.19,885,5887389.01,1538515.63,1325426.49,1743452.46,749271.25,834204.3,513148.59
4963,Rosholt,563,3551904,594462,719333,1017438,277642,430500,224473,545,3634740,532276,749438,1016081,386431,405700,205498,568,3873925,537232,785332,1144396,300071,402900,192853,556,3843626,594535,859248,1186946,446649,    ,204323,556,4117945.39,587921.66,1019808.14,1153469.52,391411.9,0,197285.57,519,4026142.71,658002.14,800190.48,1170857.92,387397.59,6116.81,189693.52,519,4457533.99,656410.32,912401.01,1408148.69,246738.4,0,205912.9,540,4845000.62,695757.96,815628.08,1360406.07,415502.04,0,223503.3,548,5093687.78,719071.42,757805.63,1758666.9,352926.12,0,249788.05
1673,Royall,622,4960260,489240,905575,785965,430831,626775,394627,599,4642467,491602,846676,1029741,414737,618424,386092,610,4693112,590632,863026,1640173,394531,629475,327256,604,4805843,624693,856656,1257675,397370,631175,356385,566,4856138.12,653370.65,877162.07,996520.42,453985.47,632475,365907.83,583,4992177.35,663571.65,869291.9,1184938.71,450531.15,632550,435853.82,557,5353914.08,750682.53,966822.37,996779.36,433506.99,633150,403632.15,525,5220030.95,724213.36,972365.73,1485514.31,475734.64,1006414.27,433055.41,517,5670843.88,658892.58,966646.11,1192124.85,497948.91,1140008.78,442120.19
4998,Rubicon J6,93,686986,34321,127195,204995,45902,95530,50909,91,620295,56563,153421,173759,44330,97530,42816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,Saint Croix Central,1544,9694469,1541500,1343176,2015990,617739,2180026,679506,1560,9796319,1599006,1398474,2287622,613789,2814750,730107,1591,9915608,1686901,1594099,2401650,666106,3679407,936563,1618,10220271,1722212,1920323,2387589,653525,3565926,1050514,1644,10126316.59,2011614.25,1986696.45,2814717.85,567420.29,3532192.5,1053651.55,1628,10223226.7,2331759.84,2169386.22,2993950.51,600553.15,4064102.85,999064.44,1638,10485759.62,2389388.38,2360495.35,2695047.09,589172.8,5037682.74,1125542.2,1666,10917310.83,2459072.79,2574681.28,3484528.29,1126877.15,5867617.6,1316156.47,1670,12896727.39,2818625.49,2935876.52,3313331.4,824962.8,2573433.14,1543127.73
5019,Saint Croix Falls,1153,7949514,1103219,1114882,1708602,723064,953113,683458,1131,7856905,1294494,1152674,1761829,654650,1152036,622780,1150,8176156,1255015,1077687,1753626,669102,1099752,722053,1144,8131340,1436902,1084952,1634124,702356,1052348,695626,1130,8185690.07,1472077.53,1146766.93,1790396.18,879085.11,945737.29,699025.15,1152,8529317.81,1059306.66,1181572.48,1988366.76,756682.95,968900,1614042.31,1122,9205878.47,1166222.59,1239188.77,2084805.93,745124.7,2222221.92,1380909.27,1153,9400479.8,1328832.92,1223941.09,2170627.76,691475.33,2497404.64,1465758.5,1164,9543311.34,1359332.23,1300114.85,2222942.48,698894.84,2616822.33,1739123.82
5026,Saint Francis,854,4430869,1015660,1459388,2571472,115496,1217924,956587,834,4531955,1079864,1543062,2480569,165248,1220063,957104,829,4710693,1056561,1537114,2682398,118464,1351235,1002558,847,4445808,1088399,1467054,2196491,124391,1827745,1000547,861,5129667.37,1272757.51,1558960.86,2037098.53,118340.46,1500706.32,1039332.76,848,5851682.78,1294133.99,1571522,1957181.02,143806.75,1507493.82,816079.05,797,5704898.54,1289069.75,1553163.44,2008446.07,76683.73,1501268.82,734285.92,792,6293853.08,1451730.66,1682203.23,2065783.7,186651.71,2707013.1,922720.62,796,6562633.36,1753621.66,1994208.52,2180984.7,181224.12,3931690.56,1309633.85
5068,Salem,1093,7501923,918004,1040775,2644017,517889,965049,386990,1064,7422982,898684,961310,1509892,530089,1961833,350827,1092,7585297,983835,1009542,1901025,553242,2255573,321312,1119,8316858,1097442,1019281,2050968,562319,2016464,380261,1108,8603143.03,1250476.72,1152508.32,2184285.14,571741.43,2581666.01,324756.96,1118,8136202.07,1139997.37,1145638.83,3313376.73,540531.59,995268.12,393412.2,1058,8650209.91,1177245.64,1165475.99,2596866.76,502645.45,650045.95,526933.91,1077,8246754.89,1309795.82,1201773.02,2079991.62,618954.74,89064.41,804522.72,1082,8346292,1609670.09,1344442.71,2387576.4,632277.9,2405924.03,348801.95
5100,Sauk Prairie,2730,17476739,2610009,3105771,4397029,1347171,2209134,2312215,2730,17426739,2751185,3320368,4743354,1299745,2725399,2106608,2734,18051127,2951912,3158053,4869830,1344574,2799625,2252168,2759,18407774,2848069,3193796,5423308,1304165,2650478,2305110,2725,18410574.74,2858135.85,3413968.53,4623973.63,1631449.62,4413426.84,2248129.81,2752,19124801.01,3058122.63,3864493.21,5243829.24,1395839.47,4895621.07,2230304.39,2576,19580703.53,3743868.07,3670540.23,4924806.04,1526186.13,5309140.18,2056481.69,2673,20595321.06,3584309.2,3192295.02,5094294.84,1747837.27,8608790.91,3014292.59,2661,20739452.65,3868266.21,3512673.02,5810985.19,1648364.2,9025730.86,2931533.53
5124,Seneca,291,2430060,343104,466985,438443,260759,105921,194163,298,2449609,366600,467047,444933,244488,35330,197039,298,2440085,380488,511091,436974,270847,75097,209878,295,2469286,405606,463829,507087,284816,26488,213793,283,2485403.53,422487.29,425089.54,585307.92,303610.51,30902.4,215957.85,266,2373447.87,383421.4,414581.09,646412.39,219068.38,38041.6,238503.95,232,2287141.51,311791.3,430295.48,473712.27,261793.9,9445.49,257195.41,242,2386057.81,438094.52,471336.44,588667.7,269187.2,23145,274679.07,248,2506504.8,453761.77,522419.09,659162.28,269564.17,3235.26,294905.09
5130,Sevastopol,571,4805406,514342,836584,1217653,352653,0,284914,592,5057595,531280,986960,1110576,435517,0,281394,566,5191264,572491,1046399,1112206,424140,0,262123,566,5836596,558002,949432,581508,460922,    ,272699,573,5444320.76,695210.44,1005921.08,1470012.54,575681.95,499935,254172.21,549,5413830.24,797907.88,1054840.91,1487825.17,387106.45,1051648.93,341640.81,536,5331211.95,868449.74,976973.81,1918908.63,367870.71,2194579.16,282323.32,543,5951070.54,929930.57,999014.22,2265671.54,416631.86,1678212.5,332074.22,535,6210920.19,1002192.25,1123320.93,2148209.49,689591.03,1665612.92,358055.29
5138,Seymour Community,2478,15748980,3406056,1611074,2672326,1145532,2203148,1147390,2432,15547081,3623226,1581372,2710982,1093642,2762061,1070617,2363,15636638,3545922,1650590,2738617,1084651,2900019,1175988,2279,15921916,3837590,1603508,2788283,1439085,2072641,1155930,2276,15561117.25,4305286.92,1641053.83,2812958.96,1394784.21,2166604.6,1174400.84,2239,16283760.37,4268255.43,1791184.01,2631802.8,1161636.07,2248444.34,1311441.18,2109,16904196.28,4497477.98,1644781.77,3173872.22,1456670.4,2988104.17,1239344.92,2112,18582696.98,4783032.76,1806264.9,3326979.93,1656511.84,1850303.9,1471990.22,2083,18220505.72,4782215.36,1872969.21,3463431.45,1736196.21,3980514.22,1405195.7
5258,Sharon J11,288,2296037,259363,426679,453017,56917,411460,316519,279,2253864,376244,430530,401376,64303,410793,328856,267,2286746,346315,461395,443988,65982,410113,362955,254,2292424,272838,444503,342678,110165,409697,412625,237,1918979.33,445075.86,430899.22,460900.86,160040.64,415086.7,447084.27,239,1972887.36,514693.47,412299.37,441374.78,52522.79,446766.26,452708.73,218,1708266.26,448670.61,393985.87,430322.06,48033.07,781057.3,349068.06,206,1450609.43,532301.63,570260.56,506229.96,157669.11,709850.94,355063.03,221,1590080.24,528968.45,615307.14,688393.28,64432.65,469042.5,391535.53
5264,Shawano,2521,16418736,2545281,2514684,3856509,1268523,3947926,1712593,2546,16253579,2617550,2417629,3585036,1216993,3759420,1984298,2554,16533613,2793862,2599391,3870726,1249770,3925557,1834536,2539,17335561,2900821,2594393,3855820,1240442,4370175,1746157,2529,17505344.62,3088417.07,2681162.74,3408913.72,1392212.07,5112389.36,1642608.69,2522,17399726.28,3056500.79,2775898.31,4038846.83,1082693.46,3489141.23,1575133.44,2363,17833457.14,4289448.07,3229900.79,4453618.49,1100926.41,5877287.51,1600310.82,2416,18597884.58,6057528.93,3567371.3,3149703.5,1298910.23,5640777.13,2149222.73,2389,18219514.55,4277832.15,2813064.16,4089750.18,1330684.77,2466824,2765765.55
5271,Sheboygan Area,10246,80871594,9794140,10278827,12886099,2173316,5763761,5656771,10399,80786508,9730525,10239463,13960910,2099013,7531618,5794328,10373,83063649,10335931,10466339,15219688,2194219,7280691,6476447,10437,82504723,10759525,11146869,15345065,2271029,6902448,6968000,10426,84196337.19,11451349.32,11111785.35,15041604.44,2187448.99,7481337.78,6945203.18,10434,84184231.93,10975135.04,10582056.49,15765559.53,2100662.25,7265157.67,6685026.93,10128,87709121.64,11503510.29,11094778.31,15086555.99,1668656.86,7097602.27,5918716.03,10255,94095658.94,11915179.04,11553325.18,18737660.73,2135171.62,9435924.71,7407901.62,10249,93252477.18,13416800.64,11524156.53,21876309.48,2358789.86,11653205.4,8741584.54
5278,Sheboygan Falls,1723,11223585,1782761,1528854,3174288,797560,2327665,1160042,1727,11131495,1766754,1631228,2911146,827643,2030882,1096474,1672,11067613,1874016,1728097,2824251,796923,2283960,1080670,1695,11143077,2005020,1674625,2889784,831326,1924541,1115534,1674,10756444.06,2176717.86,1822028.07,3473162.17,828701.46,2843214.78,1137316.39,1647,11167448.94,2247543.67,1757116.9,3090050.48,771742.56,2808545.43,1117102.62,1664,11713589.12,2485760.09,1736823.85,2975151.53,769070.75,2817303.16,1251826.77,1682,12178756.07,2302762.93,1884072.88,3329594.47,945129.31,4102264.22,1469838.06,1703,13434312.91,2486723.32,2005409.52,3456671.44,947829.86,4328716.65,1583421.91
5306,Shell Lake,628,4537005,1086463,791192,1211818,540853,30394,471547,631,4361765,1013195,820710,971431,358603,60046,462766,610,4364325,1031907,780252,1141826,510307,69542,504431,642,4253368,695654,852062,1432309,380981,76554,536785,635,4499299.96,643471.79,874315.53,1287018.04,423024.59,1050807.67,507518.15,623,4796046.17,648674.02,942948.16,1445433.82,377602.57,1335761.19,543883.96,551,4889729.76,830834.12,813886.27,1423318.18,433105.05,1312909.39,533445.59,580,4810007.51,1186278.85,968741.19,1466589.82,604679.71,1259499.56,566800.74,604,5204430.17,1156800.51,987335.42,1622333.6,650274.7,1379987.89,657989.89
5348,Shiocton,749,4785589,720276,829864,1758472,451975,648664,308226,724,5143611,679887,840167,1469377,454671,38548,314173,730,5331401,718844,864024,1394043,441357,273293,307748,729,5521700,813546,950401,1373251,382875,23072,295830,703,5818308.92,833837.07,945408.11,1474859.11,395130.95,292663.35,530879.66,711,5645524.19,769256.55,897102.48,1442477.33,373965.16,227771.17,609223.73,721,6155405.57,918642.72,953578,1511263.36,380948.64,255232.49,763898.44,733,6236025.02,1013510.33,1063571.71,1635952.57,437553.54,293860.3,1019507.94,732,6896392.65,1161381.87,1174258.18,1755153.94,471915.93,311705.18,1155132.61
5355,Shorewood,1799,12964617,2398000,2576570,4499605,232396,1819961,3145598,1838,14111615,2455242,2586553,3956197,126891,2904705,2790043,1902,14842821,2504125,2431606,5253511,203338,1991448,2338743,1899,16183773,2658096,2435766,6270866,227581,1981248,2892762,1870,16392311.2,3105867.95,2476949.88,8186514.54,193177.21,756837.77,2509727.51,1861,16492150.2,3116084.62,2581343.06,4531710.77,217356.21,2828185.32,2553322.27,1736,16727558.41,3179484.12,2306328.49,4683291.66,68668.96,3648439.94,2076022.67,1734,16441417.25,3426306.24,2776384.12,4518443.78,180833.67,3456945.4,2424244.83,1711,15999422.13,3357961.76,2800073.53,4322904.5,274868,6474826.71,2638156.27
5362,Shullsburg,392,2658441,368534,525025,585979,222856,498102,220509,384,2862460,432344,403435,450361,215352,473814,252146,385,2982374,465511,475042,383077,226343,429910,227400,367,2950162,452041,587246,433710,219930,437924,199217,367,3125702.3,434148.9,617340.71,455444.05,224726.09,424426.34,209477.29,347,2773831.54,399810.81,577722.57,554916.79,197690.17,413823.37,198783.12,330,2737237.44,440073.14,575547.27,583205.64,214890.34,216267.57,192735.53,336,3121296.05,392912.21,536551.41,918084.13,221355.77,1000,227469.86,334,3277274.61,505161.56,618392.98,477469.27,214270.64,191287.05,482959.37
5369,Silver Lake J1,507,3326791,578162,453533,703238,146392,677435,268725,486,3308960,583347,473981,800758,141097,634831,249641,457,3212522,518872,462416,798803,152653,601431,220019,445,3338317,496812,474898,788194,156277,543644,199568,457,3352097.43,572958.96,497663.3,688236.73,155499.52,544653.15,193450.33,443,3261994.13,594757.91,524340.89,745594.28,142245.08,544743.76,232661.73,424,3140381.01,754575.59,519855.71,732616.97,127970.58,560084.32,224426.66,438,3341850.93,917631.83,552389.52,718239.67,162663.86,538466.9,258011.77,406,3705494.5,631712.91,575386.37,712583.85,156975.78,513510.7,222381.15
5376,Siren,474,3488065,542458,787391,943104,434066,839405,332483,467,3321311,589807,770986,847229,387909,795760,305430,482,3495915,620981,723711,837571,391814,796060,333203,480,3898506,684361,845552,964986,450894,865442,420670,478,4309086.45,745748.93,1054072.67,1023479.47,433069.62,906298.29,418686.48,456,4111261.4,825969.39,885572.2,889696.06,420558.87,608190.07,400638.5,438,4332011.8,827664.18,908583.05,917645.4,395598.34,653577.09,380111.29,442,4399650.58,896844.64,916416.39,1437587.65,393339.86,654109.11,414496.61,438,4637752.68,1029156.28,948451.68,1062819.21,439191.32,361208.28,436481.47
5390,Slinger,2717,17370136,3316605,2160880,2524709,1715432,2851786,1211671,2692,16663707,3132563,2340069,2785396,1669896,1317505,1137407,2782,17113404,3082040,2410986,3162831,1663298,4778583,1150856,2828,17690214,3311017,2367756,3065311,1676694,3273354,1199946,2882,17975171.83,2752213.62,2468472.21,3582622.47,1730326.43,4346781.79,1184427.46,2890,18421794.77,2897496.02,2551323.02,4345594.42,1613255.52,4517695.98,1277199.69,2828,19447613.12,3137019,2670179.75,4428508.08,1570521.21,3952212.33,1236564.43,2931,21515608.99,3211177.71,2812507.82,4910624.74,1649657.1,4781748.15,1360184.03,2914,20921498.59,3451517.06,2978012.73,5562045.52,1818144.5,5993322.88,1876284.44
5397,Solon Springs,296,2380770,245815,401611,320022,224248,34728,176495,290,2388349,232856,389221,390081,203742,16183,175797,294,2525414,272415,382558,440142,169226,233860,175248,308,2630000,255641,388132,445697,191206,222798,189871,317,2602769.06,422245.61,405663.99,514341.05,160044.71,139645.52,219489.68,310,2721926.02,408276,442885.67,472785.66,193331.51,217260.98,239971.43,316,2696493.24,470623.27,624499.86,506990.58,348637.8,94183.34,251815.28,341,2848367.39,582741.96,514423.15,646280.68,172576.42,59931.42,386258.93,334,2891818.15,679398,526874.06,493014.99,247630.4,89394.17,603470.04
5432,Somerset,1589,10587045,1773140,1480719,2279801,1037740,2266481,670282,1576,10157568,1765586,1594275,2362032,849665,2186812,718592,1590,10520192,1824771,1691632,2164589,926526,2158789,727264,1573,10775432,1857928,1825238,2177733,911390,2205187,806951,1547,11132764.02,1975678.3,1847145.17,2442558.43,929006.22,2212420.21,824869.21,1564,11394572.53,2105436.41,1741066.76,2286523.82,858247.55,2921765.7,808038.03,1475,12070776.34,2179778.24,1856580.45,2585539.31,991286.19,2070546.35,882367.74,1496,12135815.25,2198246.78,1899550.03,2696433.01,1086848.95,2079819.36,1007295.43,1552,12487424.87,2279230.53,1973804.77,2854225.12,1016021.43,2050692.5,1252027.79
5439,South Milwaukee,3068,19628351,3692768,2844654,6751172,249694,4756672,2749526,3109,20796538,4006575,3090714,5895937,219673,4946159,3032801,3116,21233112,4067433,3212834,5602116,210129,4583233,2927960,3075,22093448,4298492,3407957,5472160,205566,4560664,2946802,3002,21813119.91,4637519.3,3525378.42,5947162.89,185906.23,4561425,3194449.85,3011,22816894.77,5179276.59,3610604.09,6286259.3,139580.2,3865925,2772571.82,2842,23329261.08,6611520.55,3557777.35,6082185.77,188656.37,4194941.8,2080783.9,2912,24446998.76,6464117.8,3655880.94,6914049.51,370290.26,3829225,2875637.01,2868,25198030.4,6761542.8,3647971.57,7173444.48,479518.51,5511009.17,3134529.61
4522,South Shore,200,1900833,317048,425883,332838,329849,53011,140523,193,1919463,323199,427109,321775,302387,154118,151487,193,1865194,278821,438742,297929,320138,77282,150497,202,2008927,265104,467730,284408,316411,211303,146936,210,1966172.53,294669.07,481184.82,336418.08,337825.34,120105.71,179256.09,206,2011582.85,361824.46,504081.56,369567.7,309359.92,247442.27,149890.04,186,2327031.37,340472.77,508972.81,434282.49,366498.18,21701.17,155873.99,198,2728290.94,349917.93,518796.13,380290.82,438309.54,9417.51,173371.15,211,2704888.6,502442.24,726499.48,403140.17,381329.64,145446.41,203544.79
5457,Southern Door County,1143,7707999,914745,1185956,2037831,664800,856016,617560,1120,7762026,994338,1295477,2046182,733780,763275,545143,1089,8000616,1023727,1220473,1797400,677580,762600,603775,1058,8232692,1095362,1201689,1794697,697834,632062,630797,1058,8620720.53,1313694.15,1235531.16,1612330.55,759311.46,878320,672766.09,1060,9047481.32,1308864.83,1277469.06,1614952.37,636592.41,749296.91,679471.05,1049,9437985.41,1764531.24,1300163.07,1838453.98,760098.95,851300,719641.12,1023,9872386.11,1602674.12,1432271.18,1751631.93,854382.72,2438816.72,842483.31,1046,9676299.89,1699569.09,1496634.92,1903951.35,771860.89,2975099.46,760983.2
2485,Southwestern Wisconsin,572,4018974,531541,598868,1223543,345907,6000,234329,565,3868972,555501,579839,1121461,341734,3000,252197,550,3960452,574336,560954,1105776,315315,499557,319789,523,3886832,639336,572141,1114886,367451,773476,309764,555,4067966.98,698347.38,581610.56,841018.01,361291.06,1140482.31,424435.63,566,4190809.51,708261.36,633956.31,1162583.87,259201.61,1573590.44,376029.3,525,4568520.23,780706.51,642642.99,884472.26,307204.88,1824541.65,353100.4,552,4776754.25,840262.74,722200.4,1095412.11,318124.88,1966134.13,728241.48,571,4992963.5,761447.89,784202.51,928459.47,331589.41,1255376.7,1056737.52
5460,Sparta Area,2851,18020804,3073188,2347468,4433094,1401392,3122272,1782810,2935,19195825,3516885,2585203,4062261,1405373,2690723,1788365,3011,20221966,3993046,2816906,5291744,1465397,2078902,1975398,3117,20631062,4033879,2917856,4066387,1644527,1934581,1841033,3180,21302031.07,4371030.42,3034789.15,4865372.39,1688220.03,2489019.6,1789229.19,3257,21840979.28,4810159.83,3099154.25,4927017.69,2232067.47,797683.69,1704003.15,3162,23878858,4934425.13,3171754.2,6060690.61,2408070.23,4800008.62,1634295.89,3239,25413640.17,5603689.47,3409533.16,4334947.15,2766264.27,5280473.75,2657846.76,3219,25267568.38,5166645.39,3343182.44,5574007.92,3052572.31,6652652.32,2773369.62
5467,Spencer,825,5493136,726024,940091,1788716,387485,16575,516153,809,5566867,711657,903508,1477193,391807,30839,490324,788,5532962,682508,938658,1556114,379653,18938,492009,781,5507267,664778,1008907,1615605,424385,63013,551724,743,5303599.65,797942.13,992549.29,1274754.22,423164.82,282285.7,500962.12,739,5435391.17,837954.04,988859.84,1473569.46,380360.89,698577.18,507399.79,666,5466245.96,814376.41,986978.65,1169051.47,393633.14,494642.28,508619.09,702,5408488.63,789052,992891.64,1336619.81,425067.7,2182848.91,579676.1,695,5668210.06,998587.94,1032414.95,1568930.24,451955.78,438671.49,602281.77
5474,Spooner Area,1367,8954368,1544911,1400386,2581589,1422461,2309344,900575,1328,7220823,1266989,1349936,2444839,1335131,2347820,746504,1286,8349445,1638433,1406761,3509469,1304402,2604868,804138,1284,8562483,1533292,1188889,3116542,1211163,3089425,733730,1269,9054925.73,1587430.36,1274204.98,2952734.18,1183669.13,3147175,782315.93,1241,9314539.88,1707126.9,1270506.15,2681665.24,1080806.84,3143175,781340.36,1185,10065310.48,2038798.66,1384778.47,2827310,1161515.37,3589729.47,675701.18,1241,10797753.14,1839416.55,1424914.56,2549610.07,1349937.15,5099468.22,727742.79,1219,10902930.68,1741070.11,1425393.19,2620569.44,1386272.55,4137028.76,736175.8
5586,Spring Valley,740,4585889,509490,902212,1255909,472351,697400,483469,780,4606880,501908,907126,955520,620555,707662,495391,778,4908354,516600,888759,863909,388876,811035,528803,784,4972375,559679,855057,1029969,433928,703124,538862,776,4931026.32,623764.74,915515.95,908675.06,756350.83,794856.95,585763.67,772,5416407.21,722015.03,967643.76,972688.52,417765.1,301225.1,584402.73,708,5287467.22,890360.48,962333.53,1001602.16,656921.59,1353300,525844.41,757,5876631.34,1186839.18,1030384.33,1240259.96,514727.81,4090990.43,701238.4,756,5902813.29,1082163.16,1128549.14,1214169.23,537849.02,2324306.5,782396.83
5593,Stanley-Boyd Area,1057,6101836,814542,904777,1140418,452548,1918321,736362,1095,6153591,878733,948658,1228209,472582,2880179,698746,1129,6606250,899883,1017237,1410118,418905,1670613,788628,1132,6906319,956715,1018554,1484979,1461556,780781,748496,1119,7501190.46,925425.73,1003352.49,1887534.73,1496224.58,234829,855901.72,1111,7217684.84,1145303.67,994759.03,1584786.35,1404482.24,323456.9,831844.2,1078,7897178.19,1065733.29,1110496.37,1540030.63,1320697.94,16876,762184.32,1110,8582190.33,1146094.59,1083753.35,1466988.41,1509835.52,424257.67,936136.23,1123,8358884.49,1464641.35,1270678.66,1695835.04,1685327,315881.07,1032941.89
